offset_hex,largo_bytes,texto_original,revisado,traduccion
0xec1a0,18,ところでいま何時？,,
0xec1b4,18,ヤバいよ、この人！,,
0xec1c8,18,じゃあ、降りるか。,,
0xec1dc,18,生き埋めで死んだ。,,
0xec1f0,18,ああ、お嬢さん方。,,
0xec204,18,じゃあ、決まりね。,,
0xec218,18,これからどうする？,,
0xec22c,18,ミズキ、どうする？,,
0xec240,18,また…時計の音…。,,
0xec254,20,じゃあリコお願いね。,,
0xec26c,20,うわ、来ちゃったよ。,,
0xec284,20,ちょっと、リコ……。,,
0xec29c,20,　できませんでした）,,
0xec2b4,20,あれ？マサキじゃん。,,
0xec2cc,20,わたしたちの…せい？,,
0xec2e4,20,話聞けないかなぁ…。,,
0xec2fc,20,ほかのところに行こう,,
0xec314,20,もしかして、ここ…。,,
0xec32c,20,そっとしておこう…。,,
0xec344,20,リコ、時間もないし、,,
0xec35c,20,これで証明されたね。,,
0xec374,20,電車に乗ろうと思って,,
0xec38c,20,コインロッカーベビー,,
0xec3a4,20,そんなことしてんの？,,
0xec3bc,20,それは、どんな……？,,
0xec3d4,20,線路が続いているね。,,
0xec3ec,20,うん、行ってみよう。,,
0xec404,20,赤ちゃん…まさか…。,,
0xec41c,20,ユウタ、どうなんだ？,,
0xec434,20,触らない方がいいよ。,,
0xec44c,20,ここにいた方がいいよ,,
0xec464,20,幻の……ホーム……。,,
0xec47c,20,ううん。ありがとう。,,
0xec494,20,穴…？今の揺れで…。,,
0xec4ac,20,そういえば…あの時。,,
0xec4c4,20,そんなことしてんの？,,
0xec4dc,20,（話してくれました）,,
0xec4f4,20,当時のポスターだね。,,
0xec50c,20,乗ってはいけないよ。,,
0xec524,20,（その日の深夜……）,,
0xec53c,20,チェンメ……うざ…。,,
0xec554,22,おじいさん、あの……。,,
0xec56c,22,そっか、大変だったね。,,
0xec584,22,（なくなったそうです）,,
0xec59c,22,改札に行ってみよっか。,,
0xec5b4,22,“キリヅカ”…なんだ。,,
0xec5cc,22,当時はコインロッカーに,,
0xec5e4,22,それに使われていない。,,
0xec5fc,22,これでいいのかな……。,,
0xec614,22,そのとき、幻のホームに,,
0xec62c,22,違うってどういうこと？,,
0xec644,22,もう壊れているみたい。,,
0xec65c,22,でも、大丈夫かな……。,,
0xec674,22,もしかして罠かも……。,,
0xec68c,22,もう少し調べてみよう。,,
0xec6a4,22,今…後ろに…気配が…。,,
0xec6bc,22,あれ、リコがいない！？,,
0xec6d4,22,上からじゃないかな…。,,
0xec6ec,22,やっぱり、リコが心配。,,
0xec704,22,この車両だけじゃない。,,
0xec71c,22,ユウタなら分かるよな？,,
0xec734,22,変だよね……これ……。,,
0xec74c,22,今はここを調べなきゃ。,,
0xec764,22,僕は何もしてない……。,,
0xec77c,22,（真実を訴えることは）,,
0xec794,22,だめだ、中は何もない。,,
0xec7ac,22,面白半分ってよくないよ,,
0xec7c4,22,（それから数日後……）,,
0xec7dc,22,ちょっとまずくない…？,,
0xec7f4,22,これは古い時刻表だね。,,
0xec80c,22,あたしの…赤ちゃん…。,,
0xec824,22,ホームで自殺した人が、,,
0xec83c,22,何か刻まれているね…。,,
0xec854,22,赤ちゃんを捨てるとか？,,
0xec86c,22,今はここを調べなきゃ。,,
0xec884,22,あとは…信じるしか…。,,
0xec89c,22,くまなく調べてみよう。,,
0xec8b4,23,"えっ！
そんなハズは！？",,
0xec8cc,24,（そして、それ以来……）,,
0xec8e8,24,（あるかもしれません…）,,
0xec904,24,そういうつもりじゃ……。,,
0xec920,24,と、鳥肌たってきた……。,,
0xec93c,24,ウワサ聞いたことがある。,,
0xec958,24,拡張工事のせいだと思う。,,
0xec974,24,この穴が無ければ今頃…。,,
0xec990,24,地下鉄のウワサ知ってる？,,
0xec9ac,24,最後に聞きたいんですけど,,
0xec9c8,24,階段を上がってみようぜ。,,
0xec9e4,24,いいのか、乗らなくて！？,,
0xeca00,24,何か嫌な予感がする……。,,
0xeca1c,24,これじゃあ、動かないな。,,
0xeca38,24,ユウタ、運転できるのか。,,
0xeca54,24,な、何なんだよ！お前ら！,,
0xeca70,24,さっき進んだ距離だと…、,,
0xeca8c,24,後ろからなにか音しない？,,
0xecaa8,24,ホームに降りてみようよ。,,
0xecac4,24,へへへ、なんかあったの？,,
0xecae0,24,だいぶ石が欠けているね。,,
0xecafc,24,ここが……三ツ谷公園駅？,,
0xecb18,24,これから、どうしよう…。,,
0xecb34,24,うん、聞いたことがある。,,
0xecb50,24,時計の音が…止まった…。,,
0xecb6c,24,でも、怖い思いした子に、,,
0xecb88,24,ずいぶん急だったからね。,,
0xecba4,24,いやぁぁぁぁぁぁぁぁぁ！,,
0xecbc0,24,ユウタ、ドア閉めたのか？,,
0xecbdc,25,"そうだな。
その方がいい。",,
0xecbf8,26,ユウタが来るまでだからな。,,
0xecc14,26,おい！わしの話を聞かんか！,,
0xecc30,26,空洞…？奥まで続いてる…。,,
0xecc4c,26,拡張工事は中止するんじゃ！,,
0xecc68,26,（時間は深夜だったため、）,,
0xecc84,26,そんなこと言われても……。,,
0xecca0,26,拡張工事は中止するんじゃ！,,
0xeccbc,26,おい！わしの話を聞かんか！,,
0xeccd8,26,あっ！ここ、メールが届く！,,
0xeccf4,26,ちょっと近づきにくいよね。,,
0xecd10,26,それが旧三ツ谷公園駅だよ。,,
0xecd2c,26,この石…なんか気になる…。,,
0xecd48,26,迷路のような洞窟を抜けて、,,
0xecd64,26,その祠が怪現象に関係ある？,,
0xecd80,26,これが例のナナシの問題か？,,
0xecd9c,26,これで、帰れってことかな？,,
0xecdb8,26,ちょっと、何よその言い方。,,
0xecdd4,26,大げさだな、次は終点だろ。,,
0xecdf0,26,大げさだな、次は終点だろ。,,
0xece0c,26,誰かいるって、ゼッタイ…。,,
0xece28,26,どうなってんだよ、これ…。,,
0xece44,26,見て！運転席が空っぽだよ。,,
0xece60,26,（電車にはねられて死亡…）,,
0xece7c,26,電車の事ならユウタだよな？,,
0xece98,26,どこから聞こえるんだろう。,,
0xeceb4,26,僕もそこまでは詳しくない。,,
0xeced0,26,こんなにたくさんの地蔵…。,,
0xeceec,26,お見舞いに来たよ、ナナカ！,,
0xecf08,26,ちょ、ちょっとまだ話が…。,,
0xecf24,26,今は１８時４０分だから…。,,
0xecf40,26,あんたこそ、何でいるのよ？,,
0xecf5c,26,何か分かるかもしれないし。,,
0xecf78,26,少し大きくなってきている。,,
0xecf94,26,今は…なんともないけど…。,,
0xecfb0,26,あれ、お前らどうしたんだ？,,
0xecfcc,26,でも、何かちょっとね……。,,
0xecfe8,27,"行き止まりだ。
引き返そう。",,
0xed004,28,ああ、ミズキの後ろに女が…。,,
0xed024,28,ねぇ、このロッカーの後ろ…。,,
0xed044,28,…ロッカーの異変と関係が…。,,
0xed064,28,ロッカー、動かしてみないか。,,
0xed084,28,こんなに古い駅じゃねーよ…。,,
0xed0a4,28,空気の流れが変わったんだ…。,,
0xed0c4,28,そんなことがあったなんて…。,,
0xed0e4,28,結局、ルートを大きく迂回し、,,
0xed104,28,また空気の流れが変わった…。,,
0xed124,28,なにかが隠されているのなら。,,
0xed144,28,これって時刻表にない電車…？,,
0xed164,28,ああ、じゃあ俺たち行くから。,,
0xed184,28,早くしないと電車が出ちゃう！,,
0xed1a4,28,そうだな…他に方法もないし。,,
0xed1c4,28,きっと何かあるに違いないぜ。,,
0xed1e4,28,三ツ谷公園駅へ向かわないと。,,
0xed204,28,この石…何かの破片なのかな？,,
0xed224,28,だいぶ落ち着いてきたけど…。,,
0xed244,28,かなり怖い思いしたんだって？,,
0xed264,28,この穴から…脱出させて……。,,
0xed284,28,そうそう、ある時間になると、,,
0xed2a4,30,そうだね…。ここを調べた方が。,,
0xed2c4,30,ああ…怒りで震えてるのかも…。,,
0xed2e4,30,自慢することじゃないと思う…。,,
0xed304,30,いるはずのない人影が見えたり、,,
0xed324,30,どこかに変化がおきたはずだよ。,,
0xed344,30,老いた今でもそれが心残りで…。,,
0xed364,30,わからん、だがおそらくそうだ。,,
0xed384,30,それで祠の神様が怒っちゃった？,,
0xed3a4,30,どうやって帰ってきたんですか？,,
0xed3c4,30,どうやって帰ってきたんですか？,,
0xed3e4,30,これから、どうすればいいんだ？,,
0xed404,30,この線路、ここで遮断されてる。,,
0xed424,30,さっき…ミズキの後ろにいた…。,,
0xed444,30,けっこう高いから気をつけて…。,,
0xed464,30,…俺たち…帰ってきた…のか…。,,
0xed484,30,今は保健室で休んでるんだって。,,
0xed4a4,30,悪気がなくたってダメだってば。,,
0xed4c4,30,ともかく帰ってこれてよかった。,,
0xed4e4,30,…よし！あたしたちに任せてよ。,,
0xed504,30,えーと、始発と最終電車は……？,,
0xed524,30,よし、東桐塚駅にしゅっぱーつ！,,
0xed544,30,この時間なのに、人が少ないね。,,
0xed564,30,あの、サクマさん知りませんか？,,
0xed584,30,ナナカは夕方、事件にあった…。,,
0xed5a4,30,待って。裏になにか貼ってある。,,
0xed5c4,30,忘れ物したって、学校に戻った。,,
0xed5e4,30,待って。裏になにか貼ってある。,,
0xed604,30,よし…１つずつ開けてみよう…。,,
0xed624,30,楽しんでる場合じゃないでしょ。,,
0xed644,30,ウワサの広まりようがないだろ。,,
0xed664,32,そろそろ他のところも見てみよう。,,
0xed688,32,どうしたらいいのかわからないよ。,,
0xed6ac,32,（奇跡的に１人の怪我人もなく、）,,
0xed6d0,32,何か分かるかもしれないんだから。,,
0xed6f4,32,昔、江戸川線で働いておったんだ。,,
0xed718,32,このポスター、はがれかけている。,,
0xed73c,32,きっとお祓いしたときの名残りね。,,
0xed760,32,しかし、あれに乗らなかったら…。,,
0xed784,32,アイツ、この電車に乗ったのかな？,,
0xed7a8,32,コインロッカーの奥がアヤシイな。,,
0xed7cc,32,きっと、これで帰れるはずだよ…。,,
0xed7f0,32,駅員さんが来るまで待ってようよ。,,
0xed814,32,あの人たちは、ここに残るんだ…。,,
0xed838,32,この石…何か刻まれているみたい。,,
0xed85c,32,この穴の奥から、風が吹いてくる。,,
0xed880,32,トンネルにお地蔵さんもあったし。,,
0xed8a4,32,根掘り葉掘り話を聞こうなんて…。,,
0xed8c8,32,あたしがそんなに非常識に見える？,,
0xed8ec,32,大変だったみたいだね、大丈夫！？,,
0xed910,32,長い時間、放置されてたみたい…。,,
0xed934,32,リコなら信じてくれると思うから。,,
0xed958,32,（そう心の隅で感じるのですが、）,,
0xed97c,32,（それでもわたしはもう２度と、）,,
0xed9a0,32,うーん、ホームには何もないねぇ。,,
0xed9c4,32,数年後、捨てた親の前に出てきて、,,
0xed9e8,32,アンテナがまた元に戻っちゃった。,,
0xeda0c,32,次の電車まであと１５分もあるね。,,
0xeda30,32,以前は終電ぐらいの時間になると、,,
0xeda54,32,ああ、リコにつき合わされたのか。,,
0xeda78,32,きっとお祓いしたときの名残りね。,,
0xeda9c,32,とりあえずホームに降りてみよう。,,
0xedac0,32,このポスター、はがれかけている。,,
0xedae4,32,マサキは地下鉄のウワサ知ってる？,,
0xedb08,32,列車がカーブを曲がり損ねた時…。,,
0xedb2c,32,そのまま永久に帰ってこられない。,,
0xedb50,33,"そう。
首を切った塚があるから…。",,
0xedb74,33,"そう。
あれに乗らなかったら……。",,
0xedb98,33,"そう。
あれに乗らなかったら……。",,
0xedbbc,33,"ここで起きた怪奇現象を
調べに…。",,
0xedbe0,35,"おい…。
おさめる方法、ないのかよ。",,
0xedc04,35,"わしが辿りついたのは祠の前
だった。",,
0xedc28,35,"サクマさんは、その幻のホーム
から、",,
0xedc4c,35,"サクマさんは、その幻のホーム
から、",,
0xedc70,35,"あ……な、何で…いつの、
間に……。",,
0xedc94,35,"ミズキ、探したよ！
どこいってたの？",,
0xedcb8,35,"もう！
こっちは大変だったんだから！",,
0xedcdc,35,"さすがミズキ様。
そうこなくっちゃ。",,
0xedd00,35,"気のせいか、風の流れが
かわったな。",,
0xedd24,35,"やっぱり…。
ここが三ツ谷公園駅だ。",,
0xedd48,35,"懐中時計、サクマさんに
渡さなきゃ！",,
0xedd6c,35,"さっきみたいな人身事故が
あったり、",,
0xedd90,35,"…ああ、あのおじいさんの
知り合い？",,
0xeddb4,35,"懐中時計はご家族に
渡しておくから。",,
0xeddd8,35,"ああ、小学校のとき流行った
からね。",,
0xeddfc,35,"このロッカーから時計の音が
する…。",,
0xede20,35,"そもそも
誰も帰って来てないんじゃ、",,
0xede44,35,"じゃ…
サクマさんがわたしたちを…。",,
0xede68,37,"ええい！
わしの話をちゃんと聞けと…。",,
0xede90,37,"このままじゃ、大変なことが
起こるぞ。",,
0xedeb8,37,"ええい！
わしの話をちゃんと聞けと…。",,
0xedee0,37,"このままじゃ、大変なことが
起こるぞ。",,
0xedf08,37,"おかしな人かもしれないし、
無視しよ。",,
0xedf30,37,"後ろの人ににらまれたりするん
だよね。",,
0xedf58,37,"昔も色々な不思議なことが
起こったよ。",,
0xedf80,37,"いや…、
そんな小さなことじゃない…。",,
0xedfa8,37,"えっ…あ、
…何か使えるアイテムは…。",,
0xedfd0,37,"幻のホームのウワサは
知っているだろ。",,
0xedff8,37,"ここから出してもらえるように
お祈り。",,
0xee020,37,"お…おい、さらに激しくなって
ないか。",,
0xee048,37,"マサキとユウタは何か見つけた
かな…？",,
0xee070,37,"そう。乗り遅れないように
急いだから、",,
0xee098,37,"そのとき時計を落として
しまったんだ。",,
0xee0c0,37,"まずいよ、この電車！
２人とも降りて。",,
0xee0e8,37,"ミズキ、改札口辺りをよく
調べようよ。",,
0xee110,37,"ここにいると危ないよ。
早く離れよう。",,
0xee138,37,"そうだな、
とりあえずホームに行こう。",,
0xee160,37,"だから、ロッカーの異変が
収まった…。",,
0xee188,37,"終点の三ツ谷公園駅の方が
近いもんな。",,
0xee1b0,37,"流石のユウタもこれは
分からないか…。",,
0xee1d8,37,"ついさっき人身事故を目撃
しちゃって、",,
0xee200,37,"誰もあたしの話を
信じてくれないし…。",,
0xee228,37,"ナナカの不安を晴らして
あげたいのよ。",,
0xee250,37,"ナナカが元気になるなら…
協力するよ。",,
0xee278,37,"どうせヘンなモノでも
食べたんでしょ。",,
0xee2a0,37,"どうせヘンなモノでも
食べたんでしょ。",,
0xee2c8,37,"その工事が原因不明の事故で
遅れたり、",,
0xee2f0,37,"別に、ごまかさなくても
いいじゃない。",,
0xee318,37,"アイツの家、三ツ谷公園のそば
だから。",,
0xee340,37,"相変わらず仲いいわね、
あんたたちは。",,
0xee368,37,"誰かがレバーの操作を助けて
くれた…。",,
0xee390,39,"（地面が陥没してトンネルが
　崩壊……）",,
0xee3b8,39,"よければお話を聞かせて
もらえませんか？",,
0xee3e0,39,"自動改札ってさ、スムーズに
通れないと、",,
0xee408,39,"そのせいか工事中も事故が
絶えなかった。",,
0xee430,39,"あのときはさすがに祟りと
恐れられてな。",,
0xee458,39,"なんでそれが『あたしたち』に
なるのよ。",,
0xee480,39,"それでも怪奇現象が続いて
いたんですか？",,
0xee4a8,39,"とても大事な時計を忘れてきて
しまった。",,
0xee4d0,39,"これらは完全に『江戸川線の呪い』
だね！",,
0xee4f8,39,"だって、どこに行くか
わからないんだよ。",,
0xee520,39,"わたしも、ここにいるのはダメだと
思う。",,
0xee548,39,"落ち着いて操作すれば、
きっと大丈夫さ。",,
0xee570,39,"シミュレーションでやったことが
ある…。",,
0xee598,39,"（もうわたしたちには
　出来ません……）",,
0xee5c0,39,"先に進んだ方がいいんじゃ
ないかな……。",,
0xee5e8,39,"さっき俺たちが
のってた電車だったよな？",,
0xee610,39,"別に、悪気があるわけじゃないん
だから。",,
0xee638,39,"（地面が陥没してトンネルが
　崩壊……）",,
0xee660,39,"（奇怪な現象が起こっている
　そうです）",,
0xee688,39,"近くにつながる場所があるかも
しれない。",,
0xee6b0,39,"（あの電車には乗りたく
　ありません…）",,
0xee6d8,39,"お札って…呪いを解くには…
必要かも…。",,
0xee700,39,"『親はおまえだ！』っていう
怪談だよな。",,
0xee728,39,"ちょっとぉ。
あたし１人を悪者にする気？",,
0xee750,39,"幽霊が目撃されるって噂だった
けど……。",,
0xee778,39,"はい、忘れ物の懐中時計を
届けたくて…。",,
0xee7a0,39,"サクマさんなら３日前に
亡くなられたよ。",,
0xee7c8,39,"幻のホームって…どこに
あるんだろう…。",,
0xee7f0,39,"ここで待ち合わせることに
なってるんだ。",,
0xee818,39,"…使われていない幻のホームに
迷いこむ。",,
0xee840,39,"ミズキにも来たでしょ、ナナシの
メール。",,
0xee868,39,"いいからいいから。
まだ時間あんでしょ？",,
0xee890,39,"早く三ツ谷公園駅に行かないと
危ないよ。",,
0xee8b8,41,"大変なことが起こるとか
言ってたけど……。",,
0xee8e4,41,"あんたらも早くこの駅を出た方が
ええ……。",,
0xee910,41,"あんたらも早くこの駅を出た方が
ええ……。",,
0xee93c,41,"ああ、地下鉄を運転していたことも
あった。",,
0xee968,41,"事故のあった場所をカーブする
ことにした。",,
0xee994,41,"通ったときは、無愛想な
駅員さんがいたね。",,
0xee9c0,41,"赤ん坊が捨てられる事件なんかも
あってね。",,
0xee9ec,41,"時刻表にない電車がこの駅に
入ってきて…。",,
0xeea18,41,"気がついたら幻のホームに
着いていた……。",,
0xeea44,41,"わしも帰ってこられなかったのかも
しれん。",,
0xeea70,41,"あんたたちも、くれぐれも気をつけ
なさい。",,
0xeea9c,41,"時計の音…。
どこから聞こえるんだろう…。",,
0xeeac8,41,"わしも帰ってこられなかったのかも
しれん。",,
0xeeaf4,41,"わしも帰ってこられなかったのかも
しれん。",,
0xeeb20,41,"（わたしの選択は……
　間違っていました）",,
0xeeb4c,41,"ケータイはアンテナが少し動いて
いるから、",,
0xeeb78,41,"（あの幻のホームで…
　わたしには他に、）",,
0xeeba4,41,"早くケータイがつながる場所を
探さないと。",,
0xeebd0,41,"こういうの、面白半分ってよくない
と思う。",,
0xeebfc,41,"ああ、またお前、ミズキを
巻き込んだのか。",,
0xeec28,41,"今日はユウタの家でメシ食おうと
思ってさ。",,
0xeec54,41,"幻のホームにいった人は
どうなっちゃうの？",,
0xeec80,43,"（関係者は胸を撫で下ろしたと
　聞きました）",,
0xeecac,43,"他にもあるかもしれない…。
探してみようぜ。",,
0xeecd8,43,"（江戸川線の奇怪な現象が
　起こることは、）",,
0xeed04,43,"ああ、そのホームに、
また電車が着いたのさ。",,
0xeed30,43,"ああ、そのホームに、
また電車が着いたのさ。",,
0xeed5c,43,"ああ、そのホームに、
また電車が着いたのさ。",,
0xeed88,43,"隣の車両にも、
その隣にもいないみたいだ…。",,
0xeedb4,43,"どういうこと？
まだ次の駅についてないのに。",,
0xeede0,43,"下りてはみたけど……。
これからどうするの？",,
0xeee0c,43,"（乗客の中にも、
　大勢の犠牲者が出ました）",,
0xeee38,43,"１つ目は、ホテルや旅館の霊が出る
部屋では、",,
0xeee64,43,"魔よけのお札を隠して貼っている
って話だね。",,
0xeee90,43,"なんだかすごく楽しそうな顔で
話すんだね…。",,
0xeeebc,43,"始発は５時、最終電車は０時って
書いてある。",,
0xeeee8,43,"霊の活動が活発になっているって
ことかもね。",,
0xeef14,43,"わたしたちの会ったサクマさんは
いったい…。",,
0xeef40,43,"地下鉄の線路を歩くなんて
めったにないよな。",,
0xeef6c,45,"（わたしも電車に乗って遠出を
　することが、）",,
0xeef9c,45,"ってことは、どっかに道が
できたんじゃねぇか？",,
0xeefcc,45,"回送電車に、乗ってるはずのない
乗客がいたり。",,
0xeeffc,45,"ああ、昔はよくあったって聞いた
ことある……。",,
0xef02c,45,"わしは行ったことがあるんだ、
まだ若い頃にな。",,
0xef05c,45,"ほかの穴と違って奥が深いな。
入って見ようか。",,
0xef08c,45,"あ、あたし、トイレ。
今朝からお腹が痛くて…。",,
0xef0bc,45,"（もっとやれることが
　あったのかもしれない）",,
0xef0ec,45,"霊となっても自殺の場面を
繰り返しているとか、",,
0xef11c,45,"とにかく、最近の江戸川線は
ヤバすぎるわけよ。",,
0xef14c,45,"時刻表にのってない電車が
ホームに入ってきて、",,
0xef17c,47,"まだあんたたちが生まれる前に
辞めちまったがね。",,
0xef1ac,47,"たしかにこのあたりは、昔の遺跡
とか多いもんね。",,
0xef1dc,47,"そうか、ここらへん一帯は、
昔の処刑場だった…。",,
0xef20c,47,"首切りの井戸がここにつながって
いるってことか。",,
0xef23c,47,"学生さんたちも時刻表にのってない
電車を見たら、",,
0xef26c,47,"とにかく相次ぐ工事トラブル、
人身事故の急増…。",,
0xef29c,47,"お客さんいないね。
リコも乗らなかったのかなぁ。",,
0xef2cc,47,"自分がロッカーに捨てた赤ちゃんを
取り返した…？",,
0xef2fc,47,"嫌な予感がする…。
早く三ツ谷公園駅を目指そう。",,
0xef32c,47,"ちょっとお腹が痛くなって、
ちょっとトイレに…。",,
0xef35c,47,"（ナナカは東桐塚駅のホームで
　起こったことを）",,
0xef38c,47,"その悪霊の正体、
あたしたちが突き止めてあげる！",,
0xef3bc,47,"（そして……江戸川線では今も
　昼夜を問わず、）",,
0xef3ec,47,"ミズキにはナナカのつらさを
わかってほしいなあ。",,
0xef41c,47,"って、その前にトイレ。
今朝からお腹が痛くて…。",,
0xef44c,47,"怪奇現象の影響で、利用者が
減ってんだよきっと。",,
0xef47c,47,"２つ目は、コインロッカーに
捨てられた赤ん坊が、",,
0xef4ac,47,"時刻表にない電車がホームに入って
くるだとか…。",,
0xef4dc,47,"あと、下りは次の三ツ谷公園駅が
終点なんだけど、",,
0xef50c,47,"今、その先に終点を伸ばす工事を
やってるでしょ？",,
0xef53c,47,"『江戸川線は闇につながってる』
って、そのこと？",,
0xef56c,49,"あたしたち、ここの噂のことを
調べてるんですけど。",,
0xef5a0,49,"さっきの駅員さんとの話、聞かせて
もらえませんか？",,
0xef5d4,49,"天然ガスの噴出による爆発事故
では、作業員５０人が",,
0xef608,49,"地蔵を調べてみようぜ。
きっと、何か分かるはずだ。",,
0xef63c,49,"だから、わしは工事を止めるよう
言うとるんじゃが。",,
0xef670,49,"あれ、次の電車まで後１０分ぐらい
あるはずなのに。",,
0xef6a4,49,"ナナカとは１年のときから、同じ
クラスだったんだ。",,
0xef6d8,49,"宿泊客にわからないように、部屋に
飾る額縁の裏に、",,
0xef70c,51,"でも、最近特に変なことが
起こっているっていうのは？",,
0xef740,51,"ここは、電車が来たときに避難する
ための穴なのかな。",,
0xef774,51,"時計の音は、ゼッタイ改札口
辺りから聞こえたはず…。",,
0xef7a8,51,"（高校生３人組がふざけて地下鉄
　線路に入り込み、）",,
0xef7dc,51,"このあたりは工場も多いから、
ふれないほうがいいよ。",,
0xef810,51,"それと、もし相手の調子が悪そう
だったらすぐ帰るよ。",,
0xef844,51,"この駅を出てから５分ぐらいしか
たってないってこと？",,
0xef878,51,"じゃあ、わたしたち帰るね。
ごめんね……押しかけて。",,
0xef8ac,51,"コインロッカーって、いろいろ
怖いウワサがあるよね。",,
0xef8e0,51,"まあ方向は同じかもしんないけど、
遠回りだろ、それ。",,
0xef914,51,"あたしたち、ここで起きた
怪奇現象を調査しに来たの。",,
0xef948,51,"でもちょうどよかった。
あんたたちも協力するでしょ？",,
0xef97c,53,"中でも開通目前、東桐塚駅と
三ツ谷公園駅の間で起きた、",,
0xef9b4,53,"わたしは電車通学じゃないから、
体験したことないなぁ。",,
0xef9ec,53,"ちなみにあたしは１０回中に
４回くらいは引っかかるよ。",,
0xefa24,53,"（翌日の新聞に、わたしたちの
　死亡記事が載りました）",,
0xefa5c,53,"大丈夫、ただのコウモリだよ。
僕らにびっくりしたんだ。",,
0xefa94,53,"電車が停まったことを駅員さんに
知らせないといけない。",,
0xefacc,53,"いまも『落ちろ』って声が、
ずっと耳から離れなくて…。",,
0xefb04,53,"そもそも江戸川線って、怖い
ウワサがいっぱいあるんだ。",,
0xefb3c,53,"だってそういうの好きだろ、お前。
人に迷惑かけるなよ。",,
0xefb74,55,"とにかく、この音のおかげで
ここまでたどり着けたんだな。",,
0xefbac,55,"だから、地中の掘削はもともと
あった遺跡につながる洞穴を",,
0xefbe4,55,"ああ。路線を延ばすために、
また地下を掘っておるんだよ。",,
0xefc1c,55,"いま、非常用コックで扉を開けた。
降りた方がいいと思う。",,
0xefc54,55,"どっちかに脱出の手がかりが
隠されていればいいんだけど。",,
0xefc8c,57,"（江戸川線の拡張工事現場で、
　大規模な事故が起きました）",,
0xefcc8,57,"（わたしたちの力では、怪奇現象の
　原因を突き止めることが",,
0xefd04,57,"ここは…江戸川線に広がる怨念が
最後にたどり着く場所……。",,
0xefd40,57,"その後に、ロッカーから赤ん坊の
泣き声が聞こえるとか、な。",,
0xefd7c,57,"まさか。あの話、本気にしたの？
ダイヤが乱れてるだけだろ。",,
0xefdb8,57,"（江戸川線の拡張工事現場で、
　大規模な事故が起きました）",,
0xefdf4,57,"時刻表にない電車に乗るって
言ってたよね、あのおじいさん。",,
0xefe30,59,"東桐塚駅で会ったお爺さん。
昔、この祠に来たことがあるって。",,
0xefe6c,59,"真相がわかれば、あの子だって
元気になるかもしれないでしょ。",,
0xefea8,61,"時計を落としたって言ってた。
とっても大事なものだったって…。",,
0xefee8,61,"その区画にあった旧三ツ谷公園駅も
封鎖し、新しい三ツ谷公園駅を",,
0xeff28,63,"ああ。そもそもこの沿線が開通した
のは、戦前の物資の足りなかった",,
0xeff68,63,"サクマさんは、その幻のホームから
どうやって帰ってきたんですか？",,
0xeffa8,63,"これって、昔の事故で亡くなった
人を供養するための場所なのかも。",,
0xeffe8,63,"夜中にコインロッカーに近づくと、
赤ちゃんの泣き声が聞こえるって",,
0xf0060,6,うん。,,
0xf0070,6,出ない,,
0xf0078,6,えっ？,,
0xf0080,6,家族？,,
0xf0088,6,うん。,,
0xf0098,6,ああ。,,
0xf00a8,6,出ない,,
0xf00b0,6,えっ？,,
0xf00b8,6,わっ。,,
0xf00c0,6,うん。,,
0xf00d0,6,えっ？,,
0xf00d8,6,えっ？,,
0xf00f0,6,そう。,,
0xf0108,6,そう？,,
0xf0110,6,小包？,,
0xf0118,6,うん。,,
0xf0120,6,はい。,,
0xf0128,6,うん。,,
0xf0130,6,そお？,,
0xf0140,6,うん。,,
0xf0150,6,しっ。,,
0xf0160,6,うん。,,
0xf0168,6,えっ。,,
0xf0170,6,はぁ？,,
0xf0180,6,へえ。,,
0xf0188,6,マジ？,,
0xf0198,6,うん。,,
0xf01a0,8,うん…。,,
0xf01ac,8,うーん。,,
0xf01b8,8,行こう。,,
0xf01c4,8,教えて。,,
0xf01d0,8,決めた。,,
0xf01f4,8,住所…？,,
0xf0200,8,えっ…？,,
0xf020c,8,床にまく,,
0xf0224,8,ははっ。,,
0xf0230,8,まあね。,,
0xf023c,8,先生…。,,
0xf0248,8,次は…。,,
0xf0260,8,うわ…。,,
0xf026c,8,うん…。,,
0xf0278,8,失礼な。,,
0xf0284,8,ちっ…、,,
0xf0290,8,うん…。,,
0xf02a8,8,えーっ！,,
0xf02b4,8,さあ…。,,
0xf02c0,8,お願い！,,
0xf02cc,8,なに…？,,
0xf02d8,8,えっ…。,,
0xf02e4,8,きゃっ。,,
0xf02f0,8,霊が…。,,
0xf02fc,8,おーい。,,
0xf0308,8,はっ…。,,
0xf0314,8,えっ…。,,
0xf0320,8,いや…。,,
0xf0338,8,リコ…。,,
0xf0344,8,あっ…。,,
0xf0350,8,…動物？,,
0xf035c,8,なんて？,,
0xf0368,8,どこで？,,
0xf0374,8,おーい。,,
0xf0380,8,住所…？,,
0xf038c,8,メール？,,
0xf03b0,8,勝手に？,,
0xf03bc,8,同窓会？,,
0xf03c8,8,ええっ？,,
0xf03e0,8,だね…。,,
0xf03ec,8,いいよ。,,
0xf03f8,8,ううん。,,
0xf0410,8,はっ…。,,
0xf0434,10,３回言う。,,
0xf0440,10,やべえよ。,,
0xf0458,10,わかった。,,
0xf0464,10,なるほど。,,
0xf0470,10,教えてよ。,,
0xf047c,10,……ダメ？,,
0xf0488,10,…うん…。,,
