offset_hex,largo_bytes,texto_original,revisado,traduccion
0xd374c,26,やばいよ、これ…ぜったい。,,"Esto es grave...
seguro que si."
0xd3768,26,…あたしは結婚できますか？,,...Yo podre casarme?
0xd3784,28,…まさか、カナ、信じてんの？,,"...No puede ser, Kana,
en serio crees en esto?"
0xd37a4,28,あ、ありがとうございます…。,,"Ah, muchas gracias..."
0xd37c4,28,上手く書けなかったみたい…。,,"Parece que no
lo escribi bien..."
0xd37e4,30,あ、ありがとうござい…ます…。,,"Ah, mu-muchas...
gracias..."
0xd3804,30,でもさ、ちょっと気になるんだ。,,"Pero sabes,
me quedo dando vueltas."
0xd3824,32,ごめん、あたしがよけいなこと…。,,"Perdon, no debi
decir algo de mas..."
0xd3848,32,…コックリさん、コックリさん…。,,"...Kokkuri-san,
Kokkuri-san..."
0xd386c,32,まだ出会っていない…ということ？,,"Eso quiere decir
que aun no nos
conocemos...?"
0xd3890,33,"…だ、大丈夫だって。
じゃあ……。",,"...Tr-tranquila,
en serio.
Bueno......"
0xd38b4,33,"…ほら、メグミ。
コインに触って？",,"...Vamos, Megumi.
Toca la moneda?"
0xd38d8,33,"いい？
ぜったい指を離さないでよ。",,"Entendido?
No sueltes el dedo
por nada del mundo."
0xd38fc,35,"はいはい、あたしが悪かった
ですよ。",,"Si, si,
la culpa fue mia."
0xd3920,35,"中央のコインを触り続けて
ください。",,"Por favor, sigan tocando
la moneda del centro."
0xd3944,35,"中央のコインを触り続けて
ください。",,"Por favor, sigan tocando
la moneda del centro."
0xd3968,35,"あたしの結婚相手は、日本人
ですか？",,"Mi futuro esposo
es japones?"
0xd398c,35,"……いのちほしい
……命欲しい…！？",,"...quiero vida
...quiero una vida...!?"
0xd39b0,37,"冗談半分にすると、取り憑かれる
から。",,"Si te lo tomas a broma,
te posee el espiritu."
0xd39d8,39,"その時、少しだけコインが
動いたんだよ。",,"En ese momento,
la moneda se movio
un poco."
0xd3a00,39,"携帯電話のメール画面は、
下画面もしくは",,"La pantalla de
correo del celular
esta abajo o"
0xd3a28,41,"あたしも昨日もらった時、
笑ったんだけど。",,"Yo tambien me rei
cuando lo recibi ayer."
0xd3a54,41,"十字ボタンの上下で、
スクロールできます。",,"Puedes desplazarte
con arriba y abajo
del pad."
0xd3a80,41,"ホントかな…。
…ありがとうございます…。",,"Sera verdad...
...muchas gracias..."
0xd3aac,41,"あたしの結婚相手の名前を教えて
ください。",,"Diganme el nombre
de mi futuro esposo,
por favor."
0xd3ad8,41,"ね、転送する６人ってどう選んだら
いいの？",,"Oye, como elijo a las
6 personas para
reenviarlo?"
0xd3b04,43,"質問は終わりです。
どうぞ、お帰りください。",,"Las preguntas
terminaron.
Por favor, vuelva
a su lugar."
0xd3b30,43,"送信したい人を選んで、
決定を押して下さい。",,"Elige a quien se lo
quieres enviar y
presiona aceptar."
0xd3b5c,43,"漢字の「犬」をアリサの
背中に書いて下さい。",,"Escribe el kanji de
perro en la espalda
de Arisa."
0xd3b88,45,"だから、それは指の筋肉が
ケイレンしたんだよ。",,"Eso es porque se te
acalambro el dedo."
0xd3bb8,45,"もうやめよ、コックリさんに帰って
もらおうよ。",,"Ya paremos, que
Kokkuri-san se vaya
de una vez."
0xd3be8,45,"ミズキに送るしかない…。
ごめんね…ミズキ…。",,"No tengo otra que
enviarselo a Mizuki...
Lo siento...Mizuki..."
0xd3c18,51,"教えてください。あたしが結婚する
のはいくつですか？",,"Diganme. A que edad
me voy a casar?"
0xd3c4c,51,"………やっぱりブンシンさま
じゃ、ダメなんじゃない？",,"...Al final, Bunjin-sama
no sirve, o si?"
0xd3c80,51,"レイカなら…ここから抜け出せる
方法がわかるかも…。",,"Si es Reika...tal vez sepa
como salir de aqui..."
0xd3cb4,51,"あたしの結婚相手が、どこの国の人
か教えてください。",,"Diganme de que pais
es mi futuro esposo."
0xd3ce8,53,"あたしの結婚相手は、今のあたしが
知っている人ですか？",,"Mi futuro esposo
es alguien que ya
conozco ahora?"
0xd3d20,55,"もしおいでになられましたら、
「はい」へお進みください。",,"Si ya ha llegado,
avance hacia el Si."
0xd3d58,55,"もしおいでになられましたら、
「はい」へお進みください。",,"Si ya ha llegado,
avance hacia el Si."
0xd3d90,57,"時間もないし、今日メールやりとり
した人でいいんじゃない。",,"No hay tiempo, mejor
elijamos a alguien
con quien
escribimos hoy."
0xd3dcc,59,"コックリさんて、小学生の時、
一度友達とやってみたんだけど、",,"Con lo de Kokkuri-san,
en la primaria lo
intente una vez
con una amiga, pero"
0xd3e08,59,"（転校してきたばかりだし、
　かわいそうだから、やめとこ…）",,"(Recien se cambio
de colegio, me daria
pena, mejor no...)"
0xd3e44,59,"じゃあ、告られている２人は、
どっちも運命の人じゃないんだ。",,"Entonces, ninguno de los
dos que se te declararon
es la persona destinada."
0xd3e80,63,"では１つの質問に答えていただく
ごとに、鳥居までお戻りください。",,"Entonces, cada vez
que respondan una
pregunta, regresen
al torii."
0xd3ec4,6,えっ？,,Eh?
0xd3ecc,6,そう。,,Asi es.
0xd3ed4,6,ひっ！,,Hii!
0xd3edc,6,あっ！,,Ah!
0xd3ee4,8,ホント？,,En serio?
0xd3ef0,8,ひっ…。,,Hii...
0xd3efc,8,うん…。,,Si...
0xd3f08,8,うん…。,,Si...
0xd3f14,8,大丈夫？,,Estas bien?
0xd3f2c,10,救急箱…。,,El botiquin...
0xd3f38,10,そうなの？,,En serio?
0xd3f44,10,うーん…。,,Mmm...
0xd3f50,10,ああっ…。,,Aah...!
0xd3f5c,10,…うん…。,,...Si...
0xd3f68,10,やめてよ。,,Basta ya.
0xd3f74,10,えっ……。,,Eh......
0xd3f80,10,そんな…。,,No puede ser...
0xd3f8c,10,手帳だ…。,,Es una libreta...
0xd3f98,10,…足音…。,,...Pasos...
0xd3fa4,10,ダメだ…。,,No sirve...
0xd3fb0,12,なにこれ！？,,Que es esto!?
0xd3fc0,12,・・・・・・,,......
0xd3fd0,12,えっ、どれ？,,"Eh, cual?"
0xd3fe0,12,なんでよ…！,,Por que...!
0xd3ff0,12,知ってるの？,,Lo sabes?
0xd4000,12,まさかね…。,,Sera que no...
0xd4010,12,・・・・・・,,......
0xd4020,12,わかった…。,,Entendido...
0xd4030,12,この空洞…。,,Este hueco...
0xd4040,12,…やった…。,,...Lo logre...
0xd4050,12,時間は違う？,,La hora es distinta?
0xd4060,12,…うん……。,,...Si......
0xd4070,12,…ごめん…。,,...Perdon...
0xd4080,12,どうしたの？,,Que te pasa?
0xd4090,12,文字はどう？,,"Y las letras, que tal?"
0xd40a0,14,よっしゃ……。,,Bien......
0xd40b0,14,何か写ってる？,,Sale algo en la foto?
0xd40c0,14,なんだろう…。,,Que sera esto...
0xd40d0,14,…どうしたの？,,...Que te pasa?
0xd40e0,14,（…ナナシ…）,,(...Nanashi...)
0xd40f0,14,もうやめよっ！,,Ya paremos!
0xd4100,14,あ、そっか…。,,"Ah, ya veo..."
0xd4110,14,題名って同じ？,,El titulo es el mismo?
0xd4120,14,あたしもだよ。,,Yo tambien.
0xd4130,14,数字？どんな？,,Un numero? Cual?
0xd4140,16,うん、今度こそ。,,"Si, esta vez de verdad."
0xd4154,16,知っていますか？,,Lo sabe usted?
0xd4168,16,じゃあ…質問…。,,Bueno...una pregunta...
0xd417c,16,馬鹿にしてない？,,No te estas burlando?
0xd4190,16,おいでください。,,"Por favor, venga."
0xd41a4,16,…集中するの…。,,"...Hay que
concentrarse..."
0xd41b8,16,指を離さないで。,,No sueltes el dedo.
0xd41cc,16,ご、ごめん……。,,"Lo, lo siento......"
0xd41e0,18,この写真…見て…。,,Esta foto...mira...
0xd41f4,18,あ、わかる、それ。,,"Ah, entiendo eso."
0xd4208,18,…さっきと違う…。,,...Es distinto a antes...
0xd421c,18,そ、ならいいけど。,,"Ah, bueno,
esta bien entonces."
0xd4230,18,中に入ってみよう。,,Entremos a ver.
0xd4244,18,（悩んでるのに…）,,"(Y eso que
estoy preocupada...)"
0xd4258,20,じゃあ、もう１回…。,,"Bueno, una vez mas..."
0xd4270,20,…キツネを抱いてる。,,"...Lleva un zorro
en brazos..."
0xd4288,20,あ…もう送ったよね。,,"Ah...ya lo mande, no?"
0xd42a0,20,あっ、肩に背後霊…。,,"Ah, hay un espiritu
en tu hombro..."
0xd42b8,20,それじゃ、始めるよ。,,"Bueno, empecemos."
0xd42d0,20,じゃ、力を抜いて…。,,"Bueno, relajate..."
0xd42e8,20,…レイカ………あっ。,,...Reika.........ah.
0xd4300,20,９…？どういうこと？,,9...? Que quiere decir?
0xd4318,20,なにも起きないよ…。,,No pasa nada...
0xd4330,20,ミズキ、指を離して！,,"Mizuki, suelta el dedo!"
0xd4348,20,神隠しにあうとか…。,,"Como que te lleven
los espiritus..."
0xd4360,20,えっ…どういうこと？,,Eh...que quieres decir?
0xd4378,21,"マジ！？
やばいよ…。",,"En serio!?
Que grave..."
0xd4390,22,もう１回試してみよう。,,"Intentemoslo
una vez mas."
0xd43a8,22,この辺りを叩いてみて。,,"Prueba golpeando por
aqui."
0xd43c0,22,お願い、もうやめよっ。,,"Por favor, ya paremos."
0xd43d8,22,脚、ケガしてるんだ…。,,"Tengo la pierna
lastimada..."
0xd43f0,22,ダメだよ、危ないって！,,"No, es peligroso!"
0xd4408,22,（かくまったようです）,,"(Parece que
te escondieron)"
0xd4420,22,あ…圏外だ。…なんで？,,"Ah...sin señal.
...Por que?"
0xd4438,22,時間的にはそうかもね。,,"Puede que sea
por el horario."
0xd4450,23,"…いい？
指を置いて…。",,"...Lista?
Pon el dedo..."
0xd4468,24,なんで、ミズキのだけ…。,,"Por que solo
la de Mizuki...?"
0xd4484,24,大丈夫よ…落ち着いて…。,,Esta bien...calmate...
0xd44a0,24,（激しく叱責されました）,,"(Te regañaron
con dureza)"
0xd44bc,24,…どうぞ戻ってください。,,"...Por favor, vuelva."
0xd44d8,24,…やっぱり…神隠しに…。,,"...Al final...
se la llevaron
los espiritus..."
0xd44f4,24,ここでやめたら……、ね？,,"Si paramos aqui......,
te parece?"
0xd4510,24,ゼッタイ離しちゃダメよ。,,"Por nada del mundo
sueltes el dedo."
0xd452c,26,こんなメール、初めて見た。,,"Nunca habia visto
un mensaje asi."
0xd4548,26,（少しだけ電波が届いてる）,,(Llega un poco de señal)
0xd4564,26,（…お願い…届いて…！！）,,"(...Por favor...
que llegue...!!)"
0xd4580,26,超やばすぎ…もうダメだ…。,,"Esto es grave...
ya no hay nada
que hacer..."
0xd459c,26,うーん、夕焼けがきれい…。,,"Mmm, que lindo
el atardecer..."
0xd45b8,26,ここから風が来てたんだ…。,,"Asi que el viento
venia de aqui..."
0xd45d4,26,…か…み……か…く…し…？,,"...ka...mi......
ka...ku...shi...?"
0xd45f0,26,わっ、きっとヒトダマだよ。,,"Uy, seguro
es un hitodama."
0xd460c,26,だったら他は同じかなあ…。,,"Si es asi, sera que
los demas son iguales..."
0xd4628,26,（しかも…文字化けしてる）,,"(Ademas...esta
con caracteres raros)"
0xd4644,26,…ううん…なんでもない…。,,...No...nada...
0xd4660,26,じゃ、窓に近づけてみたら？,,"Entonces, por que no
lo acercas a la ventana?"
0xd467c,26,しっ…集中…しないと……。,,"Shh...tengo que
concentrarme......"
0xd4698,26,……ゼッタイやばいって…。,,"...Esto es grave,
de verdad..."
0xd46b4,26,（それは彼女の日記でした）,,(Era su diario)
0xd46d0,27,"・・・・・・
おかしいなあ。",,"......
Que raro."
0xd46ec,27,"…いくよ…。
深呼吸して…。",,"...Vamos...
Respira hondo..."
0xd4708,28,（必死に行っていたようです）,,"(Parece que lo hizo
con desesperacion)"
0xd4728,28,上手く書けなかったみたい…。,,"Parece que no
lo escribi bien..."
0xd4748,28,キツネだからＢでいいじゃん。,,"Como es un zorro,
B esta bien, no?"
0xd4768,28,…神隠しに…あったのですか？,,"...Fue victima de
una desaparicion
misteriosa?"
0xd4788,28,そうなんだけど、最初見た時、,,"Asi es, pero cuando
lo vi por primera vez,"
0xd47a8,28,なにそれ、関係ないと思うよ。,,"Que es eso, creo que
no tiene que ver."
0xd47c8,28,コックリさん…質問します…。,,"Kokkuri-san...
tengo una pregunta..."
0xd47e8,28,写真？日記のような手帳も…。,,"Una foto? Tambien
una libreta tipo diario..."
0xd4808,28,風の音…、そうよ、きっと…。,,"El sonido del viento...,
asi es, seguro..."
0xd4828,28,コックリさんをしてる時って、,,"Cuando estas
haciendo Kokkuri-san,"
0xd4848,28,いま、首筋を誰かに触られた！,,"Recien alguien me toco
la nuca!"
0xd4868,29,"じゃ、始めるよ。
指を置いて。",,"Bueno, empecemos.
Pon el dedo."
0xd4888,30,（１匹のキツネを看病しました）,,"(Cuidaste a un zorro
hasta que se recupero)"
0xd48a8,30,やっぱ昼とは…なにか違うよね。,,"Se nota que de dia
es distinto, no?"
0xd48c8,30,…コックリさん、質問します…。,,"...Kokkuri-san,
tengo una pregunta..."
0xd48e8,30,…わかった、じゃ、最後の質問。,,"...Entendido, bueno,
ultima pregunta."
0xd4908,30,…コックリさん…質問します…。,,"...Kokkuri-san,
tengo una pregunta..."
0xd4948,31,"どっちでもいいから
早く決めて！",,"Da igual cualquiera,
decide rapido!"
0xd4968,31,"もうやだ！
わたし、手離すから。",,"Ya no quiero esto!
Voy a soltar la mano."
0xd4988,32,…でも写ってたらよかったのに…。,,"...Pero hubiera sido
bueno que saliera
en la foto..."
0xd49ac,32,そういうの見抜くの、うまいから。,,"Porque soy buena
para notar esas cosas."
0xd49d0,32,コックリさん、よくわかりました。,,"Kokkuri-san,
entendido
perfectamente."
0xd49f4,32,足音…近づいてるし…増えてるし。,,"Los pasos se acercan...
y son mas..."
0xd4a18,32,とっととサクジョした方がいいよ。,,"Mejor borralo
de una vez."
0xd4a3c,32,結界を張ってるようなものでしょ。,,"Es como poner
una barrera
protectora, no?"
0xd4a60,32,ねえ、もう早く終わらせた方が…。,,"Oye, mejor
terminemos esto
rapido..."
0xd4a84,32,どっちもわりと有名な都市伝説…。,,"Las dos son leyendas
urbanas bastante
conocidas..."
0xd4aa8,33,"静かに…。
他の場所を叩いてみて。",,"Silencio...
Prueba golpeando
otro lugar."
0xd4acc,33,"カナとメグミは…どこに
いますか？",,"Donde estan
Kana y Megumi...?"
0xd4af0,35,"中央のコインを触り続けて
ください。",,"Por favor, sigan tocando
la moneda del centro."
0xd4b14,35,"中央のコインを触り続けて
ください。",,"Por favor, sigan tocando
la moneda del centro."
0xd4b38,35,"うーん、たしか…９ばっかり
ズラリ。",,"Mmm, seguro que
eran puros nueves
seguidos."
0xd4b5c,35,"コレ…、もっと前にもらった
メール。",,"Esto...es un correo
que recibi antes."
0xd4b80,35,"中央のコインを触り続けて
ください。",,"Por favor, sigan tocando
la moneda del centro."
0xd4ba4,35,"とりあえず救急箱の中を見て
みない？",,"Por ahora, por que no
miramos dentro
del botiquin?"
0xd4bc8,35,"調べたい場所をタッチ
してください。",,"Toca el lugar que quieras
revisar."
0xd4bec,35,"調べたい場所をタッチ
してください。",,"Toca el lugar que quieras
revisar."
0xd4c10,35,"ほら、ナナシだって
こう言ってるし。",,"Mira, hasta Nanashi
dice esto."
0xd4c34,37,"ちょっとだけだから。
すぐに戻したし。",,"Es solo un poquito.
Lo devolvi enseguida."
0xd4c5c,37,"この状況だから、前向きに
考えようよ。",,"Dada la situacion,
pensemos en positivo."
0xd4c84,37,"…Ａが鏡で…、
Ｂはキツネに神隠し…。",,"...La A es el espejo...,
la B es el zorro
que se la lleva..."
0xd4cac,37,"だーかーらー！
さっきも選んだでしょ？",,"Te lo dije!
Ya elegimos eso
antes, no?"
0xd4cd4,37,"旧校舎に…
幽霊は写ってないみたい…。",,"En el edificio viejo...
parece que no salio
ningun fantasma..."
0xd4cfc,37,"それと…この読める文字を
並べると…。",,"Y ademas...si ordenas
estas letras legibles..."
0xd4d24,37,"見て…、メモ機能に何か録音
されてる。",,"Mira...hay algo
grabado en las notas."
0xd4d4c,37,"メグミが昨晩、最後に電話をした
人…。",,"La ultima persona
a la que Megumi
llamo anoche..."
0xd4d74,37,"そうなの？
ここ、いつも空白じゃない？",,"En serio?
Esto siempre esta
en blanco, no?"
0xd4d9c,37,"ミズキ、チェンメなんか保存
してるの？",,"Mizuki, estas guardando
correos en cadena?"
0xd4dc4,37,"だって…転送できないしょ、
こわくて。",,"Es que...no puedo
reenviarlo, me da miedo."
0xd4dec,37,"（…なにこれ？
　…屋上で…待つ…？）",,"(...Que es esto?
...Esperar...
en la azotea...?)"
0xd4e14,39,"…ね、花壇のところ見て。
何か光ってる。",,"...Oye, mira
el jardin. Algo
esta brillando."
0xd4e3c,39,"…最後が文字化け…？
わたしのはたしか、",,"...Lo ultimo esta
ilegible...? Lo mio
creo que era,"
0xd4e64,39,"（そして、キツネも殺される
　運命に…）",,"(Y entonces, al zorro
tambien lo espera
la muerte...)"
0xd4e8c,39,"全部終わるまでコインから
離さないでね。",,"No sueltes la moneda
hasta que
terminemos todo."
0xd4eb4,39,"あの看護師の霊…そうとう
やつれていた。",,"Ese espiritu
de enfermera...
se veia muy demacrado."
0xd4edc,39,"…そうだ…あの霊も大切に持って
いた…。",,"...Es verdad...ese
espiritu tambien
llevaba algo preciado..."
0xd4f04,39,"……ねえ……リコ……
……足音が………。",,"...Oye...Riko......
...se oyen pasos........."
0xd4f2c,39,"…コ、コックリさん、
よくわかりました。",,"K-Kokkuri-san,
entendido
perfectamente."
0xd4f54,41,"拡大する位置を下画面か
十字ボタンで選び、",,"Elige donde ampliar con
la pantalla de abajo
o el pad direccional,"
0xd4f80,41,"…じゃ、カナたち、そのウワサを
信じて…。",,"...Entonces, Kana
y los demas creyeron
en ese rumor..."
0xd4fac,41,"（カナから…？
　なんでチェーンメール？）",,"(De Kana...?
Por que un correo
en cadena?)"
0xd4fd8,41,"今…文字が…動いた…！？
どういうこと…？",,"Recien...las letras...
se movieron...!?
Que significa esto...?"
0xd5004,41,"タッチペンで下画面の
壁を叩いてください。",,"Golpea la pared de
la pantalla de abajo
con el lapiz tactil."
0xd5030,41,"あれ？題名にも文字が書かれて
なかった…？",,"Eh? No habia texto
escrito tambien
en el titulo...?"
0xd505c,41,"“Ｆｗ：”の隣に数字が浮かんで
いたのよ。",,"Habia un numero
flotando al lado
de Fw:."
0xd5088,41,"無視すると、ナナシが現れ、闇に
落ちる…。",,"Si lo ignoras,
aparece Nanashi
y caes en la oscuridad..."
0xd50b4,41,"（古い字が多くて読みにくかった
　けど、）",,"(Tenia muchas letras
antiguas y costaba
leerlo, pero,)"
0xd50e0,43,"びっくりして…コインから指が
離れちゃった。",,"Me asuste tanto...
que se me solto
el dedo de la moneda."
0xd510c,43,"“げっ、もうすぐ３時じゃん”って
思ったの。",,"Pense: uy, ya
casi son las 3."
0xd5138,43,"さあ…すぐ消えちゃったから
見間違いかも…。",,"Bueno...desaparecio
rapido, quizas
lo vi mal..."
0xd5164,45,"と…とにかく最後まで…きちんと
やらないと…。",,"En...en fin, hay que
hacerlo bien
hasta el final..."
0xd5194,45,"もし現れましたら、『はい』に
進んでください。",,"Si aparece, por favor
avance hacia el Si."
0xd51c4,45,"だ、だ、大丈夫…。…気のせい…よ
…ははっ…。",,"Es-esta bien...
son imaginaciones
mias...jaja..."
0xd51f4,47,"“正確な未来がわかる。
場所は音楽室”だったよ。",,"Decia: se puede saber
el futuro exacto.
El lugar es la sala
de musica."
0xd5224,47,"うーん。たぶん、それって機種の
違いじゃないの？",,"Mmm. Tal vez eso es
solo una diferencia
de modelo de celular?"
0xd5254,47,"…まだ紙に置いてないのに、
指が汗ばんできた…。",,"...Ni siquiera lo he
puesto en el papel,
y ya me suda el dedo..."
0xd5284,47,"…それって旧校舎でコックリさんを
していた時…？",,"...Eso fue cuando
hacian Kokkuri-san
en el edificio viejo...?"
0xd52b4,47,"（今度は救急箱にあった手帳を
　手に取りました）",,"(Esta vez tomaste
la libreta que
estaba en el botiquin)"
0xd52e4,47,"深夜に合わせ鏡をして
“かごめかごめ”を歌うと、",,"Si a medianoche pones
dos espejos frente
a frente y cantas
Kagome Kagome,"
0xd5314,49,"霊と対話できる…とか、
夜中に狐の嫁入りと思われる",,"puedes hablar
con espiritus. Ademas,
de noche se ve algo
como un kitsune
no yomeiri,"
0xd5348,49,"決定ボタンをタッチするか
Ａボタンを押して下さい。",,"Toca el boton de
aceptar o presiona
el boton A."
0xd537c,49,"（まだ転送できる２４時間の
　期限に間に合うはず）",,"(Todavia deberia
alcanzar el plazo
de 24 horas
para reenviarlo)"
0xd53b0,49,"（しかしキツネの治療に薬を
　使ったことがばれて）",,"(Pero se descubrio
que uso medicina
para curar al zorro,)"
0xd53e4,49,"でも…コックリさんって…
霊との対話なんでしょ…。",,"Pero...Kokkuri-san
es hablar con
los espiritus, no...?"
0xd5418,49,"あたし、ケンガイになると、
すっごい不安になるの。",,"Cuando pierdo la señal,
me da muchisima
ansiedad."
0xd544c,49,"してないよぉ、そんな怖いことする
わけないでしょ。",,"No lo hice, no hay
forma de que haga
algo tan espantoso."
0xd5480,51,"（彼女は、ここで空襲で負傷
　した患者たちの看護を）",,"(Ella, aqui, cuidaba
a los pacientes
heridos en el
bombardeo,)"
0xd54b4,51,"（そして彼女はある時、
　人間と同じように傷ついた）",,"(Y en cierto momento,
ella tambien se hirio
igual que un humano)"
0xd54e8,51,"３人のうち、…メグミとカナの
行方がわかりません…。",,"De las tres,...no se
sabe donde estan
Megumi y Kana..."
0xd551c,53,"（昨晩、カナから送られてきた
　チェーンメールは…、）",,"(El correo en cadena
que envio Kana
anoche era...,)"
0xd5554,53,"これってさ、ナナシからのナゾ
を解くヒントじゃないの。",,"Esto, sabes, no sera
una pista para resolver
el enigma de Nanashi?"
0xd558c,53,"今、中途半端に手を離したら…
…まわりの霊が一斉に…。",,"Si suelto la mano
a medias ahora...
los espiritus de
alrededor todos
de golpe..."
0xd55c4,53,"（ナナシに…会える…なんて…
　ちょっと甘かったかな）",,"(Pensar que podia
conocer a Nanashi...
fue algo ingenuo
de mi parte)"
0xd55fc,55,"“問題”っていうからには、
どっちかが“正解”ってこと？",,"Si le dicen problema,
sera que una de las
dos es la respuesta
correcta?"
0xd5634,55,"もっと壊して穴を広げてみよう。
何かあるかもしれない…。",,"Rompamos mas y
agrandemos el hueco.
Quizas haya algo..."
0xd566c,55,"そういえば…文字の大きさや形が
ビミョーに違ったような。",,"Ahora que lo pienso...
el tamaño y la forma
de las letras se veian
un poco distintos."
0xd56a4,55,"（しかし看護師は思いあまって
　キツネを校舎のどこかに）",,"(Pero la enfermera,
sin poder soportarlo,
escondio al zorro
en algun lugar
del colegio,)"
0xd56dc,55,"あ…そういえば、メールを見た時は
まだ２時台だったはず。",,"Ah...ahora que
lo pienso, cuando vi
el correo aun
eran como las 2."
0xd5714,55,"昨日、旧校舎でコックリさんをした
アリサ、メグミ、カナを",,"Ayer, a Arisa, Megumi
y Kana, que hicieron
Kokkuri-san en el
edificio viejo,"
0xd574c,55,"（カナからのチェーンメールだって
　どうしたらいいか、）",,"(Sobre el correo en
cadena de Kana,
que hacer con eso,)"
0xd5784,57,"たくさんのヒトダマを見た時、
“とおりゃんせ”を歌わないと",,"Cuando ves muchos
hitodama, si no
cantas Toryanse,"
0xd57c0,59,"ね、ひょっとして、コックリさんの
こと、キツネの霊だからって",,"Oye, no sera que
lo de Kokkuri-san,
como es un espiritu
zorro,"
0xd57fc,59,"もしも、カナが何か危険を感じて、
急にメールを転送したら…。",,"Si Kana sintio algun
peligro y de repente
reenvio el correo..."
0xd5838,10,ひぃっ…。,,Hii...
0xd5844,12,よかった…。,,Que alivio...
0xd5854,16,よ…よかった…。,,Q-que alivio...
0xd5868,20,何にも聞こえない…。,,No se oye nada...
0xd5880,24,うわ…ヤバイってコレ…。,,Uy...esto es grave...
0xd589c,26,ユーレイがいる証拠でしょ？,,"Eso es prueba de
que hay un
fantasma, no?"
0xd58b8,33,"あ。
でもいちおー登録しといたら？",,"Ah.
Pero por que no lo
guardas por si acaso?"
0xd58dc,33,"……ノイズ…？
いや、何かの声…？",,"...Ruido...?
No, es como
una voz...?"
0xd5900,39,"あとで確認すればいいから、
もう行こう？",,"Podemos revisarlo
despues, vamonos ya?"
0xd5928,41,"なにか写ってたら
どうしようかと思った…。",,"Pense que haria si
salia algo en la foto..."
